WINTER 13 : 6/11/2013 6:18:32 PM,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Report Title: All Classes ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Non-Clustered Classes: ,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
5586,ESL 010  HE,ESL-LEVEL 1,5,TTh,6:00 PM,-,"Stoops, e. ",19,/,0,0,6.3,6.3,5586B233
5587,ESL 020  HE,ESL-LEVEL 2,5,TTh,6:00 PM,-,"Stoops, e. ",9,/,0,0,3,3,5586B233
5588,GED 052  SP2,GED 5 COMM ESP,5,TTh,10:00 AM,-,"Coots, n. ",20,/,0,0,6.7,6.7,5588B233
5589,GED 062  SP2,GED 6 COMM ESP,5,TTh,10:00 AM,-,Cancel/mar25,0,/,0,0,0,0,5588B233
5590,GED 052  SP3,BASIC GED PREP COMM 5,5,MW,5:00 PM,-,"Coots, n. ",27,/,0,0,9,9,5590B233
5591,GED 062  SP3,BASIC GED PREP COMM 6,5,MW,5:00 PM,-,Cancel/mar25,0,/,0,0,0,0,5590B233
5603,ABE 030  KC,ABE 3,10,MW,12:30 PM,-,Gribos ,1,/,0,0,0.7,0.7,5603B233
5604,ABE 040  KC,ABE 4,10,MW,12:30 PM,-,Gribos ,3,/,0,0,1.9,1.9,5603B233
5605,GED 050  KC,GED PREP 5,10,MW,12:30 PM,-,Gribos ,13,/,0,0,7.1,7.1,5603B233
5606,GED 060  KC,GED PREP 6,10,MW,12:30 PM,-,Gribos ,5,/,0,0,2.7,2.7,5603B233
5608,ABE 030  KC2,ABE 3,10,TTh,1:30 PM,-,Gruver ,0,/,0,0,0,0,5608B233
5609,ABE 040  KC2,ABE 4,10,TTh,1:30 PM,-,Gruver ,7,/,0,0,4.2,4.2,5608B233
5610,GED 050  KC2,GED PREP 5,10,TTh,1:30 PM,-,Gruver ,23,/,0,0,13.2,13.2,5608B233
5611,GED 060  KC2,GED PREP 6,10,TTh,1:30 PM,-,Gruver ,0,/,0,0,0,0,5608B233
5627,ESL 010  KC,ESL 1,5,MW,1:00 PM,-,Quinn ,16,/,0,0,5.3,5.3,5627B233
5628,ESL 020  KC,ESL 2,5,MW,1:00 PM,-,Quinn ,5,/,0,0,1.7,1.7,5627B233
9001,ANTH&206  TV,CULTURAL ANTHROPOLOGY,5,Tele,-,-,"Krieg, kate ",0,/,1,0,0,0,9001B233
9000,ANTH&206  VI,CULTURAL ANTHROPOLOGY,5,Tele,-,-,"Krieg, kate ",21,/,25,0,7,6.7,9001B233
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
9005,ASTR&100  VI,ASTRONOMY,5,Tele,-,-,"Larson, ana ",12,/,25,0,4,3.7,9005B233
9006,ASTR&100  TV,ASTRONOMY,5,Tele,-,-,"Larson, ana ",0,/,1,0,0,0,9005B233
9011,PSYC&200  TV,LIFESPAN PSYCHOLOGY,5,Tele,-,-,Cancel/mar25,0,/,1,0,0,0,9010B233
9010,PSYC&200  VI,LIFESPAN PSYCHOLOGY,5,Tele,-,-,"Ryan,heather",18,/,25,0,6,6,9010B233
9015,ENGL&101  VI,ENGLISH COMPOSITION I,5,Tele,-,-,Bachar ,18,/,25,0,6,5.3,9015B233
9016,ENGL&101  TV,ENGLISH COMPOSITION I,5,Tele,-,-,Cancel/mar25,0,/,1,0,0,0,9015B233
9020,ENGL&102  VI,COMPOSITION II,5,Tele,-,-,"Cole, d. ",23,/,25,0,7.7,6.3,9020B233
9021,ENGL&102  TV,COMPOSITION II,5,Tele,-,-,"Cole, d. ",1,/,1,0,0.3,0.3,9020B233
9041,GEOG&100  TV,INTRO TO GEOGRAPHY,5,Tele,-,-,"Giday,tarre ",4,/,1,0,1.3,1,9040B233
9040,GEOG&100  VI,INTRO TO GEOGRAPHY,5,Tele,-,-,"Giday,tarre ",21,/,25,0,7,6,9040B233
9051,HUM 105  TV,IS/S-INTERCULTURAL COMM,5,Tele,-,-,"Giday,taare ",2,/,1,0,0.7,0.3,9050B233
9050,HUM 105  VI,IS/S-INTERCULTURAL COMM,5,Tele,-,-,"Giday,taare ",24,/,25,0,8,7.3,9050B233
9056,HUM 110  TV,INTRO TO FILM,5,Tele,-,-,Rifas ,4,/,1,0,1.3,1.3,9055B233
9055,HUM 110  VI,INTRO TO FILM,5,Tele,-,-,Rifas ,19,/,25,0,6.3,5.7,9055B233
9065,PHIL 215  VI,IS-INTRO TO ETHICS,5,Tele,-,-,"George, e. ",16,/,25,0,5.3,4,9065B233
9066,PHIL 215  TV,IS-INTRO TO ETHICS,5,Tele,-,-,"George, e. ",2,/,1,0,0.7,0.3,9065B233
9070,PSYC&100  VI,GENERAL PSYCHOLOGY,5,Tele,-,-,"Smith, brian",26,/,25,0,8.7,7.7,9070B233
9071,PSYC&100  TV,GENERAL PSYCHOLOGY,5,Tele,-,-,"Smith, brian",0,/,1,0,0,0,9070B233
9075,PSYC 207  VI,DEVELOPMENTAL PSYCHOLOGY,5,Tele,-,-,"Richards, a.",12,/,25,0,4,3.7,9075B233
9076,PSYC 207  TV,DEVELOPMENTAL PSYCHOLOGY,5,Tele,-,-,"Richards, a.",0,/,1,0,0,0,9075B233
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
9080,PSYC&220  VI,ABNORMAL PSYCHOLOGY,5,Tele,-,-,"Ryan,heather",15,/,25,0,5,4.7,9080B233
9081,PSYC&220  TV,ABNORMAL PSYCHOLOGY,5,Tele,-,-,"Ryan,heather",4,/,1,0,1.3,1.3,9080B233
9107,BUS 104  OL,KEYBOARDING,3,Online,-,-,"Aragon, c. ",12,/,0,0,2.4,2,9107B233
9110,BUS 106  OL,SPEEDBUILDING,3,Online,-,-,"Aragon, c. ",6,/,0,0,1.2,1.2,9107B233
9142,MIC 151  OL,WEB DESIGN & DEVELOPMENT,5,Online,-,-,"Moh,yun-jong",14,/,0,0,4.7,4.3,9142B233
9143,MIC 215  OL,INTRO TO DREAMWEAVER,4,Online,-,-,"Moh,yun-jong",7,/,0,0,1.9,1.3,9142B233
,,,,,,,,,,,,,,
Non-Clustered Class Summary:,,,,,,,,,,,,,,
Total Open Classes: 832,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Total Cancelled Classes: 161,,,,,,,,,,,,,,
"Total Enrolled in Classes: 17,806",,,,,,,,,,,,,,
Average Class Enrollment: 21 (cancelled classes not factored),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FTES,,,,,,,,,,,,,,
"Total FTES: 5,221.3",,,,,,,,,,,,,,
"Total State-Funded FTES: 3,976.8",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Clustered Class Summary:,,,,,,,,,,,,,,
Total Open Clusters: 77,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Total Cancelled Classes: 30,,,,,,,,,,,,,,
"Total Enrolled in Classes: 1,631",,,,,,,,,,,,,,
Average Class Enrollment: 35 (cancelled classes not factored),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FTES,,,,,,,,,,,,,,
Total FTES: 545.3,,,,,,,,,,,,,,
Total State-Funded FTES: 494.8,,,,,,,,,,,,,,
